,customer_id,basket,date_of_purchase
1721,C41,"[{'product_id': 'P31', 'price': 1255}, {'product_id': 'P24', 'price': 660}, {'product_id': 'P27', 'price': 1580}]",2018-12-19 15:45:00
1722,C38,"[{'product_id': 'P09', 'price': 1261}, {'product_id': 'P04', 'price': 170}, {'product_id': 'P02', 'price': 1019}]",2018-12-19 23:22:00
1723,C35,"[{'product_id': 'P07', 'price': 450}, {'product_id': 'P11', 'price': 1692}]",2018-12-19 21:00:00
1724,C30,"[{'product_id': 'P63', 'price': 153}]",2018-12-19 23:08:00
1725,C28,"[{'product_id': 'P50', 'price': 1675}]",2018-12-19 09:06:00
1726,C21,"[{'product_id': 'P26', 'price': 559}, {'product_id': 'P23', 'price': 1440}, {'product_id': 'P32', 'price': 384}]",2018-12-19 22:39:00
1727,C12,"[{'product_id': 'P52', 'price': 190}]",2018-12-19 03:12:00
1728,C11,"[{'product_id': 'P09', 'price': 525}]",2018-12-19 07:49:00
1729,C10,"[{'product_id': 'P62', 'price': 1641}, {'product_id': 'P64', 'price': 1227}, {'product_id': 'P63', 'price': 1438}]",2018-12-19 09:42:00
1730,C8,"[{'product_id': 'P35', 'price': 821}, {'product_id': 'P39', 'price': 49}]",2018-12-19 06:18:00
1731,C7,"[{'product_id': 'P58', 'price': 474}]",2018-12-19 23:30:00
1732,C137,"[{'product_id': 'P29', 'price': 1154}, {'product_id': 'P34', 'price': 1286}, {'product_id': 'P29', 'price': 394}]",2018-12-18 23:30:00
1733,C125,"[{'product_id': 'P29', 'price': 1031}, {'product_id': 'P33', 'price': 1447}]",2018-12-18 11:53:00
1734,C118,"[{'product_id': 'P42', 'price': 296}]",2018-12-18 09:30:00
1735,C110,"[{'product_id': 'P34', 'price': 1633}, {'product_id': 'P31', 'price': 298}]",2018-12-18 23:31:00
1736,C103,"[{'product_id': 'P26', 'price': 554}]",2018-12-18 13:50:00
1737,C95,"[{'product_id': 'P44', 'price': 1453}, {'product_id': 'P43', 'price': 869}, {'product_id': 'P47', 'price': 1704}]",2018-12-18 22:02:00
1738,C86,"[{'product_id': 'P02', 'price': 794}, {'product_id': 'P01', 'price': 884}, {'product_id': 'P08', 'price': 1066}]",2018-12-18 23:04:00
1739,C85,"[{'product_id': 'P64', 'price': 1493}, {'product_id': 'P62', 'price': 1846}, {'product_id': 'P64', 'price': 219}]",2018-12-18 22:29:00
1740,C84,"[{'product_id': 'P35', 'price': 1546}, {'product_id': 'P40', 'price': 1046}]",2018-12-18 09:15:00
1741,C82,"[{'product_id': 'P56', 'price': 1863}]",2018-12-18 21:23:00
1742,C75,"[{'product_id': 'P17', 'price': 158}]",2018-12-18 21:02:00
1743,C65,"[{'product_id': 'P37', 'price': 1008}, {'product_id': 'P36', 'price': 306}]",2018-12-18 05:47:00
1744,C64,"[{'product_id': 'P29', 'price': 1714}]",2018-12-18 08:48:00
1745,C58,"[{'product_id': 'P54', 'price': 94}, {'product_id': 'P54', 'price': 1090}, {'product_id': 'P55', 'price': 685}]",2018-12-18 15:00:00
1746,C55,"[{'product_id': 'P64', 'price': 1728}, {'product_id': 'P64', 'price': 727}]",2018-12-18 16:35:00
1747,C44,"[{'product_id': 'P39', 'price': 878}, {'product_id': 'P39', 'price': 1295}, {'product_id': 'P39', 'price': 1767}]",2018-12-18 11:00:00
1748,C43,"[{'product_id': 'P06', 'price': 326}, {'product_id': 'P02', 'price': 472}, {'product_id': 'P07', 'price': 330}]",2018-12-18 08:23:00
1749,C40,"[{'product_id': 'P21', 'price': 375}, {'product_id': 'P20', 'price': 566}, {'product_id': 'P20', 'price': 1197}]",2018-12-18 06:15:00
1750,C37,"[{'product_id': 'P30', 'price': 736}, {'product_id': 'P31', 'price': 842}, {'product_id': 'P32', 'price': 975}]",2018-12-18 08:23:00
1751,C30,"[{'product_id': 'P61', 'price': 886}, {'product_id': 'P61', 'price': 1748}, {'product_id': 'P63', 'price': 164}]",2018-12-18 03:44:00
1752,C29,"[{'product_id': 'P23', 'price': 254}, {'product_id': 'P30', 'price': 49}, {'product_id': 'P25', 'price': 1284}]",2018-12-18 12:00:00
1753,C27,"[{'product_id': 'P27', 'price': 1366}, {'product_id': 'P26', 'price': 907}, {'product_id': 'P24', 'price': 1710}]",2018-12-18 06:28:00
1754,C25,"[{'product_id': 'P06', 'price': 776}, {'product_id': 'P04', 'price': 1070}, {'product_id': 'P08', 'price': 643}]",2018-12-18 15:57:00
1755,C4,"[{'product_id': 'P38', 'price': 448}, {'product_id': 'P37', 'price': 1151}, {'product_id': 'P36', 'price': 50}]",2018-12-18 15:58:00
1756,C135,"[{'product_id': 'P63', 'price': 589}, {'product_id': 'P63', 'price': 1587}]",2018-12-17 17:04:00
1757,C134,"[{'product_id': 'P12', 'price': 238}, {'product_id': 'P08', 'price': 1043}]",2018-12-17 03:13:00
1758,C126,"[{'product_id': 'P29', 'price': 477}, {'product_id': 'P24', 'price': 2}, {'product_id': 'P32', 'price': 357}]",2018-12-17 10:40:00
1759,C122,"[{'product_id': 'P61', 'price': 1802}, {'product_id': 'P61', 'price': 1084}]",2018-12-17 06:24:00
1760,C110,"[{'product_id': 'P61', 'price': 644}]",2018-12-17 14:13:00
1761,C109,"[{'product_id': 'P44', 'price': 110}, {'product_id': 'P52', 'price': 964}, {'product_id': 'P45', 'price': 1584}]",2018-12-17 08:27:00
1762,C108,"[{'product_id': 'P46', 'price': 1019}, {'product_id': 'P59', 'price': 1785}]",2018-12-17 05:44:00
1763,C99,"[{'product_id': 'P64', 'price': 618}, {'product_id': 'P62', 'price': 549}]",2018-12-17 05:29:00
1764,C92,"[{'product_id': 'P29', 'price': 848}, {'product_id': 'P28', 'price': 1908}, {'product_id': 'P34', 'price': 1696}]",2018-12-17 05:56:00
1765,C90,"[{'product_id': 'P30', 'price': 1861}, {'product_id': 'P30', 'price': 1372}]",2018-12-17 05:36:00
1766,C82,"[{'product_id': 'P55', 'price': 731}, {'product_id': 'P41', 'price': 1178}]",2018-12-17 06:05:00
1767,C77,"[{'product_id': 'P30', 'price': 527}, {'product_id': 'P32', 'price': 1517}, {'product_id': 'P23', 'price': 1623}]",2018-12-17 19:17:00
1768,C56,"[{'product_id': 'P50', 'price': 930}]",2018-12-17 22:37:00
1769,C55,"[{'product_id': 'P31', 'price': 840}, {'product_id': 'P31', 'price': 1551}]",2018-12-17 13:26:00
1770,C53,"[{'product_id': 'P30', 'price': 1766}, {'product_id': 'P29', 'price': 273}, {'product_id': 'P33', 'price': 1028}]",2018-12-17 07:07:00
1771,C51,"[{'product_id': 'P26', 'price': 1383}, {'product_id': 'P33', 'price': 689}]",2018-12-17 05:29:00
1772,C44,"[{'product_id': 'P35', 'price': 1292}, {'product_id': 'P40', 'price': 87}]",2018-12-17 05:13:00
1773,C42,"[{'product_id': 'P36', 'price': 1204}, {'product_id': 'P35', 'price': 1863}]",2018-12-17 11:58:00
1774,C27,"[{'product_id': 'P32', 'price': 1050}]",2018-12-17 13:53:00
1775,C7,"[{'product_id': 'P33', 'price': 895}]",2018-12-17 09:19:00
1776,C135,"[{'product_id': 'P12', 'price': 63}, {'product_id': 'P03', 'price': 1027}, {'product_id': 'P04', 'price': 505}]",2018-12-16 22:59:00
1777,C132,"[{'product_id': 'P49', 'price': 687}, {'product_id': 'P57', 'price': 64}]",2018-12-16 05:41:00
1778,C110,"[{'product_id': 'P61', 'price': 20}, {'product_id': 'P64', 'price': 593}]",2018-12-16 16:44:00
1779,C103,"[{'product_id': 'P02', 'price': 52}, {'product_id': 'P05', 'price': 1565}]",2018-12-16 16:24:00
1780,C92,"[{'product_id': 'P31', 'price': 55}]",2018-12-16 18:34:00
1781,C91,"[{'product_id': 'P22', 'price': 818}]",2018-12-16 15:00:00
1782,C90,"[{'product_id': 'P24', 'price': 674}]",2018-12-16 22:20:00
1783,C86,"[{'product_id': 'P07', 'price': 589}]",2018-12-16 08:31:00
1784,C83,"[{'product_id': 'P42', 'price': 176}, {'product_id': 'P45', 'price': 1343}, {'product_id': 'P51', 'price': 1514}]",2018-12-16 15:05:00
1785,C75,"[{'product_id': 'P25', 'price': 612}]",2018-12-16 17:53:00
1786,C68,"[{'product_id': 'P27', 'price': 435}, {'product_id': 'P25', 'price': 1937}]",2018-12-16 03:46:00
1787,C63,"[{'product_id': 'P64', 'price': 580}]",2018-12-16 11:42:00
1788,C56,"[{'product_id': 'P51', 'price': 227}, {'product_id': 'P43', 'price': 1531}]",2018-12-16 18:58:00
1789,C54,"[{'product_id': 'P26', 'price': 1462}]",2018-12-16 06:09:00
1790,C51,"[{'product_id': 'P28', 'price': 1467}, {'product_id': 'P28', 'price': 381}]",2018-12-16 21:50:00
1791,C48,"[{'product_id': 'P64', 'price': 286}, {'product_id': 'P64', 'price': 1312}]",2018-12-16 22:22:00
1792,C47,"[{'product_id': 'P10', 'price': 1844}]",2018-12-16 08:39:00
1793,C45,"[{'product_id': 'P61', 'price': 1455}]",2018-12-16 03:45:00
1794,C39,"[{'product_id': 'P37', 'price': 1075}, {'product_id': 'P36', 'price': 237}, {'product_id': 'P37', 'price': 1014}]",2018-12-16 07:30:00
1795,C37,"[{'product_id': 'P22', 'price': 1837}, {'product_id': 'P33', 'price': 1770}]",2018-12-16 03:13:00
1796,C34,"[{'product_id': 'P41', 'price': 1193}, {'product_id': 'P44', 'price': 609}, {'product_id': 'P59', 'price': 362}]",2018-12-16 20:26:00
1797,C25,"[{'product_id': 'P58', 'price': 1260}, {'product_id': 'P48', 'price': 1391}, {'product_id': 'P47', 'price': 1298}]",2018-12-16 17:45:00
1798,C23,"[{'product_id': 'P64', 'price': 313}]",2018-12-16 14:31:00
1799,C11,"[{'product_id': 'P63', 'price': 1456}, {'product_id': 'P62', 'price': 503}, {'product_id': 'P62', 'price': 1032}]",2018-12-16 12:02:00
1800,C9,"[{'product_id': 'P30', 'price': 1184}, {'product_id': 'P26', 'price': 1783}]",2018-12-16 04:37:00
1801,C8,"[{'product_id': 'P40', 'price': 1042}]",2018-12-16 08:07:00
1802,C137,"[{'product_id': 'P25', 'price': 954}, {'product_id': 'P22', 'price': 985}, {'product_id': 'P25', 'price': 1433}]",2018-12-15 17:15:00
1803,C135,"[{'product_id': 'P12', 'price': 292}, {'product_id': 'P07', 'price': 1005}, {'product_id': 'P11', 'price': 1702}]",2018-12-15 04:48:00
1804,C133,"[{'product_id': 'P43', 'price': 1758}, {'product_id': 'P59', 'price': 1067}, {'product_id': 'P50', 'price': 557}]",2018-12-15 20:05:00
1805,C120,"[{'product_id': 'P16', 'price': 574}]",2018-12-15 04:59:00
1806,C110,"[{'product_id': 'P40', 'price': 237}]",2018-12-15 07:35:00
1807,C109,"[{'product_id': 'P58', 'price': 1145}]",2018-12-15 16:42:00
1808,C105,"[{'product_id': 'P02', 'price': 275}, {'product_id': 'P11', 'price': 1437}]",2018-12-15 03:26:00
1809,C98,"[{'product_id': 'P35', 'price': 707}]",2018-12-15 20:48:00
1810,C88,"[{'product_id': 'P50', 'price': 797}]",2018-12-15 09:30:00
1811,C85,"[{'product_id': 'P62', 'price': 683}]",2018-12-15 04:37:00
1812,C78,"[{'product_id': 'P08', 'price': 1355}, {'product_id': 'P05', 'price': 1230}]",2018-12-15 16:25:00
1813,C73,"[{'product_id': 'P51', 'price': 1293}]",2018-12-15 16:16:00
1814,C71,"[{'product_id': 'P42', 'price': 1584}, {'product_id': 'P56', 'price': 731}]",2018-12-15 12:08:00
1815,C70,"[{'product_id': 'P26', 'price': 1207}, {'product_id': 'P23', 'price': 1788}]",2018-12-15 12:02:00
1816,C63,"[{'product_id': 'P61', 'price': 683}]",2018-12-15 18:26:00
1817,C51,"[{'product_id': 'P29', 'price': 101}, {'product_id': 'P24', 'price': 755}]",2018-12-15 19:49:00
1818,C41,"[{'product_id': 'P58', 'price': 601}]",2018-12-15 05:55:00
1819,C37,"[{'product_id': 'P29', 'price': 1844}, {'product_id': 'P34', 'price': 1278}]",2018-12-15 08:54:00
1820,C36,"[{'product_id': 'P26', 'price': 942}]",2018-12-15 12:39:00
1821,C34,"[{'product_id': 'P48', 'price': 835}, {'product_id': 'P45', 'price': 1781}]",2018-12-15 22:57:00
1822,C29,"[{'product_id': 'P38', 'price': 1001}]",2018-12-15 08:10:00
1823,C21,"[{'product_id': 'P30', 'price': 1629}, {'product_id': 'P29', 'price': 521}]",2018-12-15 21:32:00
1824,C11,"[{'product_id': 'P63', 'price': 885}, {'product_id': 'P62', 'price': 1394}, {'product_id': 'P62', 'price': 1266}]",2018-12-15 03:55:00
1825,C8,"[{'product_id': 'P35', 'price': 152}, {'product_id': 'P38', 'price': 1462}, {'product_id': 'P37', 'price': 640}]",2018-12-15 20:08:00
1826,C134,"[{'product_id': 'P38', 'price': 607}, {'product_id': 'P40', 'price': 1348}, {'product_id': 'P37', 'price': 1797}]",2018-12-14 15:41:00
1827,C126,"[{'product_id': 'P28', 'price': 1372}]",2018-12-14 19:45:00
1828,C124,"[{'product_id': 'P23', 'price': 1554}]",2018-12-14 04:40:00
1829,C123,"[{'product_id': 'P26', 'price': 1763}, {'product_id': 'P30', 'price': 1048}]",2018-12-14 15:00:00
1830,C118,"[{'product_id': 'P51', 'price': 1430}, {'product_id': 'P49', 'price': 305}, {'product_id': 'P55', 'price': 1586}]",2018-12-14 06:43:00
1831,C115,"[{'product_id': 'P34', 'price': 86}, {'product_id': 'P27', 'price': 1684}]",2018-12-14 04:23:00
1832,C106,"[{'product_id': 'P28', 'price': 1520}]",2018-12-14 04:35:00
1833,C103,"[{'product_id': 'P36', 'price': 1548}, {'product_id': 'P36', 'price': 1443}]",2018-12-14 17:54:00
1834,C96,"[{'product_id': 'P37', 'price': 255}, {'product_id': 'P36', 'price': 171}, {'product_id': 'P37', 'price': 1863}]",2018-12-14 19:05:00
1835,C95,"[{'product_id': 'P26', 'price': 721}]",2018-12-14 22:37:00
1836,C93,"[{'product_id': 'P41', 'price': 683}, {'product_id': 'P50', 'price': 37}]",2018-12-14 22:47:00
1837,C92,"[{'product_id': 'P34', 'price': 783}, {'product_id': 'P27', 'price': 1303}]",2018-12-14 18:34:00
1838,C88,"[{'product_id': 'P53', 'price': 1873}, {'product_id': 'P58', 'price': 578}]",2018-12-14 11:25:00
1839,C86,"[{'product_id': 'P36', 'price': 1745}]",2018-12-14 11:41:00
1840,C77,"[{'product_id': 'P31', 'price': 786}, {'product_id': 'P28', 'price': 135}]",2018-12-14 21:46:00
1841,C76,"[{'product_id': 'P51', 'price': 710}]",2018-12-14 13:30:00
1842,C64,"[{'product_id': 'P33', 'price': 1412}, {'product_id': 'P26', 'price': 1084}]",2018-12-14 12:20:00
1843,C61,"[{'product_id': 'P30', 'price': 406}]",2018-12-14 04:46:00
1844,C55,"[{'product_id': 'P64', 'price': 608}, {'product_id': 'P61', 'price': 1334}, {'product_id': 'P64', 'price': 1283}]",2018-12-14 18:53:00
1845,C53,"[{'product_id': 'P59', 'price': 1093}, {'product_id': 'P60', 'price': 1657}, {'product_id': 'P52', 'price': 693}]",2018-12-14 06:47:00
1846,C51,"[{'product_id': 'P64', 'price': 1548}, {'product_id': 'P64', 'price': 404}, {'product_id': 'P63', 'price': 736}]",2018-12-14 03:25:00
1847,C48,"[{'product_id': 'P63', 'price': 1276}, {'product_id': 'P64', 'price': 655}]",2018-12-14 05:24:00
1848,C45,"[{'product_id': 'P63', 'price': 1267}, {'product_id': 'P62', 'price': 19}, {'product_id': 'P63', 'price': 1720}]",2018-12-14 23:01:00
1849,C28,"[{'product_id': 'P54', 'price': 1783}]",2018-12-14 16:08:00
1850,C27,"[{'product_id': 'P33', 'price': 1463}, {'product_id': 'P28', 'price': 562}]",2018-12-14 18:43:00
1851,C12,"[{'product_id': 'P44', 'price': 1303}, {'product_id': 'P43', 'price': 1515}, {'product_id': 'P57', 'price': 1625}]",2018-12-14 12:48:00
1852,C6,"[{'product_id': 'P32', 'price': 1829}, {'product_id': 'P26', 'price': 15}, {'product_id': 'P34', 'price': 1423}]",2018-12-14 15:03:00
1853,C120,"[{'product_id': 'P06', 'price': 1917}]",2018-12-13 20:28:00
1854,C114,"[{'product_id': 'P36', 'price': 1664}, {'product_id': 'P36', 'price': 1283}]",2018-12-13 05:43:00
1855,C103,"[{'product_id': 'P36', 'price': 34}, {'product_id': 'P37', 'price': 1346}, {'product_id': 'P36', 'price': 1285}]",2018-12-13 22:19:00
1856,C101,"[{'product_id': 'P38', 'price': 198}]",2018-12-13 15:55:00
1857,C85,"[{'product_id': 'P62', 'price': 1545}, {'product_id': 'P61', 'price': 852}, {'product_id': 'P63', 'price': 270}]",2018-12-13 18:22:00
1858,C76,"[{'product_id': 'P12', 'price': 96}, {'product_id': 'P03', 'price': 529}]",2018-12-13 18:30:00
1859,C75,"[{'product_id': 'P27', 'price': 1837}, {'product_id': 'P25', 'price': 1680}]",2018-12-13 14:27:00
1860,C73,"[{'product_id': 'P30', 'price': 511}, {'product_id': 'P23', 'price': 1394}, {'product_id': 'P30', 'price': 1858}]",2018-12-13 18:53:00
1861,C71,"[{'product_id': 'P25', 'price': 1346}, {'product_id': 'P25', 'price': 346}]",2018-12-13 08:52:00
1862,C68,"[{'product_id': 'P51', 'price': 876}, {'product_id': 'P60', 'price': 1886}]",2018-12-13 10:56:00
1863,C67,"[{'product_id': 'P34', 'price': 1549}, {'product_id': 'P33', 'price': 1749}]",2018-12-13 15:31:00
1864,C56,"[{'product_id': 'P13', 'price': 1924}, {'product_id': 'P19', 'price': 1073}]",2018-12-13 12:35:00
1865,C55,"[{'product_id': 'P26', 'price': 353}, {'product_id': 'P23', 'price': 1831}]",2018-12-13 10:20:00
1866,C53,"[{'product_id': 'P45', 'price': 1493}]",2018-12-13 15:22:00
1867,C52,"[{'product_id': 'P58', 'price': 321}]",2018-12-13 18:16:00
1868,C48,"[{'product_id': 'P61', 'price': 1331}, {'product_id': 'P64', 'price': 943}]",2018-12-13 08:02:00
1869,C45,"[{'product_id': 'P63', 'price': 1388}, {'product_id': 'P61', 'price': 1673}, {'product_id': 'P63', 'price': 1846}]",2018-12-13 07:47:00
1870,C27,"[{'product_id': 'P33', 'price': 97}, {'product_id': 'P26', 'price': 444}, {'product_id': 'P26', 'price': 1631}]",2018-12-13 23:48:00
1871,C15,"[{'product_id': 'P16', 'price': 1319}]",2018-12-13 10:27:00
1872,C1,"[{'product_id': 'P50', 'price': 679}, {'product_id': 'P44', 'price': 599}]",2018-12-13 06:52:00
1873,C134,"[{'product_id': 'P36', 'price': 582}, {'product_id': 'P40', 'price': 553}]",2018-12-12 04:05:00
1874,C133,"[{'product_id': 'P53', 'price': 1975}, {'product_id': 'P45', 'price': 884}, {'product_id': 'P47', 'price': 1263}]",2018-12-12 22:41:00
1875,C128,"[{'product_id': 'P62', 'price': 1557}]",2018-12-12 21:00:00
1876,C114,"[{'product_id': 'P28', 'price': 1434}, {'product_id': 'P30', 'price': 680}]",2018-12-12 08:58:00
1877,C92,"[{'product_id': 'P23', 'price': 1046}, {'product_id': 'P31', 'price': 720}, {'product_id': 'P26', 'price': 1353}]",2018-12-12 15:42:00
1878,C83,"[{'product_id': 'P37', 'price': 96}, {'product_id': 'P36', 'price': 253}]",2018-12-12 19:08:00
1879,C82,"[{'product_id': 'P34', 'price': 1148}, {'product_id': 'P26', 'price': 1386}]",2018-12-12 05:07:00
1880,C78,"[{'product_id': 'P50', 'price': 1547}, {'product_id': 'P56', 'price': 1353}, {'product_id': 'P44', 'price': 188}]",2018-12-12 18:09:00
1881,C73,"[{'product_id': 'P02', 'price': 795}, {'product_id': 'P05', 'price': 1797}]",2018-12-12 14:32:00
1882,C61,"[{'product_id': 'P27', 'price': 997}, {'product_id': 'P22', 'price': 944}]",2018-12-12 03:58:00
1883,C52,"[{'product_id': 'P30', 'price': 1889}, {'product_id': 'P26', 'price': 1524}, {'product_id': 'P31', 'price': 1810}]",2018-12-12 09:24:00
1884,C51,"[{'product_id': 'P62', 'price': 858}]",2018-12-12 04:43:00
1885,C39,"[{'product_id': 'P32', 'price': 1527}]",2018-12-12 06:32:00
1886,C35,"[{'product_id': 'P11', 'price': 541}]",2018-12-12 22:59:00
1887,C28,"[{'product_id': 'P42', 'price': 1383}]",2018-12-12 17:29:00
1888,C27,"[{'product_id': 'P23', 'price': 1562}]",2018-12-12 09:41:00
1889,C23,"[{'product_id': 'P62', 'price': 1084}, {'product_id': 'P61', 'price': 1838}]",2018-12-12 08:48:00
1890,C17,"[{'product_id': 'P33', 'price': 1977}, {'product_id': 'P26', 'price': 1886}, {'product_id': 'P30', 'price': 1988}]",2018-12-12 14:26:00
1891,C15,"[{'product_id': 'P20', 'price': 579}]",2018-12-12 16:48:00
1892,C11,"[{'product_id': 'P29', 'price': 966}, {'product_id': 'P31', 'price': 1781}]",2018-12-12 07:55:00
1893,C8,"[{'product_id': 'P01', 'price': 54}]",2018-12-12 04:34:00
1894,C7,"[{'product_id': 'P29', 'price': 1343}, {'product_id': 'P32', 'price': 1456}]",2018-12-12 20:18:00
1895,C6,"[{'product_id': 'P01', 'price': 736}]",2018-12-12 04:28:00
1896,C5,"[{'product_id': 'P35', 'price': 1201}]",2018-12-12 12:28:00
1897,C3,"[{'product_id': 'P53', 'price': 1583}, {'product_id': 'P51', 'price': 1874}, {'product_id': 'P42', 'price': 947}]",2018-12-12 07:58:00
1898,C1,"[{'product_id': 'P43', 'price': 176}, {'product_id': 'P51', 'price': 1558}]",2018-12-12 16:01:00
1899,C134,"[{'product_id': 'P26', 'price': 1579}, {'product_id': 'P26', 'price': 1677}, {'product_id': 'P25', 'price': 778}]",2018-12-11 03:02:00
1900,C125,"[{'product_id': 'P34', 'price': 102}, {'product_id': 'P26', 'price': 1203}]",2018-12-11 04:34:00
1901,C119,"[{'product_id': 'P22', 'price': 105}]",2018-12-11 10:29:00
1902,C111,"[{'product_id': 'P53', 'price': 733}, {'product_id': 'P59', 'price': 526}]",2018-12-11 10:01:00
1903,C109,"[{'product_id': 'P55', 'price': 818}, {'product_id': 'P54', 'price': 41}, {'product_id': 'P46', 'price': 866}]",2018-12-11 18:12:00
1904,C105,"[{'product_id': 'P61', 'price': 431}, {'product_id': 'P62', 'price': 663}]",2018-12-11 11:25:00
1905,C96,"[{'product_id': 'P62', 'price': 1191}, {'product_id': 'P61', 'price': 1462}]",2018-12-11 15:30:00
1906,C92,"[{'product_id': 'P26', 'price': 1179}]",2018-12-11 18:32:00
1907,C86,"[{'product_id': 'P37', 'price': 412}, {'product_id': 'P35', 'price': 1889}, {'product_id': 'P39', 'price': 568}]",2018-12-11 05:09:00
1908,C83,"[{'product_id': 'P39', 'price': 1163}, {'product_id': 'P40', 'price': 816}, {'product_id': 'P37', 'price': 1642}]",2018-12-11 15:01:00
1909,C82,"[{'product_id': 'P26', 'price': 947}, {'product_id': 'P34', 'price': 672}, {'product_id': 'P30', 'price': 819}]",2018-12-11 22:19:00
1910,C75,"[{'product_id': 'P44', 'price': 565}, {'product_id': 'P41', 'price': 1495}]",2018-12-11 21:14:00
1911,C73,"[{'product_id': 'P49', 'price': 1231}, {'product_id': 'P50', 'price': 832}, {'product_id': 'P42', 'price': 745}]",2018-12-11 18:44:00
1912,C69,"[{'product_id': 'P06', 'price': 1382}, {'product_id': 'P10', 'price': 12}]",2018-12-11 08:09:00
1913,C67,"[{'product_id': 'P52', 'price': 1941}, {'product_id': 'P51', 'price': 470}]",2018-12-11 09:15:00
1914,C63,"[{'product_id': 'P62', 'price': 1102}]",2018-12-11 21:33:00
1915,C59,"[{'product_id': 'P60', 'price': 591}]",2018-12-11 04:28:00
1916,C53,"[{'product_id': 'P60', 'price': 1774}]",2018-12-11 10:20:00
1917,C47,"[{'product_id': 'P14', 'price': 906}, {'product_id': 'P13', 'price': 486}]",2018-12-11 03:54:00
1918,C45,"[{'product_id': 'P61', 'price': 288}, {'product_id': 'P64', 'price': 1213}, {'product_id': 'P64', 'price': 1289}]",2018-12-11 03:21:00
1919,C44,"[{'product_id': 'P28', 'price': 1002}]",2018-12-11 06:40:00
1920,C41,"[{'product_id': 'P39', 'price': 1076}, {'product_id': 'P36', 'price': 401}]",2018-12-11 03:44:00
1921,C30,"[{'product_id': 'P32', 'price': 202}, {'product_id': 'P23', 'price': 216}, {'product_id': 'P26', 'price': 1315}]",2018-12-11 22:28:00
1922,C27,"[{'product_id': 'P25', 'price': 480}, {'product_id': 'P23', 'price': 781}]",2018-12-11 22:33:00
1923,C26,"[{'product_id': 'P37', 'price': 1390}]",2018-12-11 19:30:00
1924,C25,"[{'product_id': 'P39', 'price': 1427}, {'product_id': 'P36', 'price': 1541}]",2018-12-11 16:07:00
1925,C13,"[{'product_id': 'P50', 'price': 1846}, {'product_id': 'P49', 'price': 554}, {'product_id': 'P56', 'price': 1977}]",2018-12-11 21:00:00
1926,C11,"[{'product_id': 'P26', 'price': 152}, {'product_id': 'P26', 'price': 405}, {'product_id': 'P31', 'price': 274}]",2018-12-11 13:39:00
1927,C9,"[{'product_id': 'P01', 'price': 1382}, {'product_id': 'P10', 'price': 1273}, {'product_id': 'P05', 'price': 1571}]",2018-12-11 22:51:00
1928,C8,"[{'product_id': 'P49', 'price': 1615}]",2018-12-11 22:48:00
1929,C7,"[{'product_id': 'P60', 'price': 1906}, {'product_id': 'P49', 'price': 1718}]",2018-12-11 21:43:00
1930,C6,"[{'product_id': 'P34', 'price': 591}]",2018-12-11 13:38:00
1931,C129,"[{'product_id': 'P01', 'price': 1254}, {'product_id': 'P12', 'price': 366}, {'product_id': 'P11', 'price': 661}]",2018-12-10 03:44:00
1932,C126,"[{'product_id': 'P39', 'price': 1179}, {'product_id': 'P38', 'price': 1959}, {'product_id': 'P37', 'price': 913}]",2018-12-10 20:42:00
1933,C124,"[{'product_id': 'P46', 'price': 1567}, {'product_id': 'P60', 'price': 1371}]",2018-12-10 07:13:00
1934,C119,"[{'product_id': 'P09', 'price': 1029}, {'product_id': 'P04', 'price': 565}, {'product_id': 'P08', 'price': 850}]",2018-12-10 11:17:00
1935,C116,"[{'product_id': 'P47', 'price': 662}, {'product_id': 'P44', 'price': 631}]",2018-12-10 04:18:00
1936,C98,"[{'product_id': 'P47', 'price': 432}, {'product_id': 'P60', 'price': 80}, {'product_id': 'P41', 'price': 448}]",2018-12-10 12:13:00
1937,C95,"[{'product_id': 'P62', 'price': 1445}]",2018-12-10 18:25:00
1938,C92,"[{'product_id': 'P32', 'price': 423}, {'product_id': 'P33', 'price': 477}, {'product_id': 'P28', 'price': 1901}]",2018-12-10 09:31:00
1939,C90,"[{'product_id': 'P27', 'price': 1589}, {'product_id': 'P28', 'price': 155}]",2018-12-10 10:18:00
1940,C88,"[{'product_id': 'P46', 'price': 1356}, {'product_id': 'P60', 'price': 1115}, {'product_id': 'P59', 'price': 1604}]",2018-12-10 07:23:00
1941,C82,"[{'product_id': 'P32', 'price': 153}, {'product_id': 'P25', 'price': 784}, {'product_id': 'P31', 'price': 1025}]",2018-12-10 09:15:00
1942,C73,"[{'product_id': 'P31', 'price': 339}, {'product_id': 'P33', 'price': 912}, {'product_id': 'P30', 'price': 1095}]",2018-12-10 23:06:00
1943,C69,"[{'product_id': 'P11', 'price': 1165}, {'product_id': 'P09', 'price': 106}]",2018-12-10 03:51:00
1944,C67,"[{'product_id': 'P02', 'price': 1149}, {'product_id': 'P06', 'price': 512}, {'product_id': 'P01', 'price': 1087}]",2018-12-10 05:47:00
1945,C65,"[{'product_id': 'P27', 'price': 1465}]",2018-12-10 02:50:00
1946,C63,"[{'product_id': 'P64', 'price': 404}]",2018-12-10 18:14:00
1947,C58,"[{'product_id': 'P53', 'price': 1452}, {'product_id': 'P54', 'price': 1876}]",2018-12-10 15:18:00
1948,C56,"[{'product_id': 'P62', 'price': 1177}, {'product_id': 'P63', 'price': 272}]",2018-12-10 08:57:00
